index	id	name	cluster	distance_to_centroid	distance_to_nearest_other_cluster	boundary_ratio	cluster_name	boundary_position
693	T1485	Data Destruction	0	6.539478030464062	8.45188755751187	1.2924405014740292	Evasion_Persistence	Interior
694	T1132.002	Non-Standard Encoding	2	5.819416235132449	7.115979493814644	1.2227993296054986	Discovery_Reconnaissance	Interior
695	T1556.001	Domain Controller Authentication	2	5.5300647845927315	7.699997349018933	1.3923880201338343	Discovery_Reconnaissance	Interior
696	T1537	Transfer Data to Cloud Account	0	8.840193940706177	10.010108300623155	1.1323402218801664	Evasion_Persistence	Boundary
697	T1027.006	HTML Smuggling	1	10.06962017420995	11.602089791167446	1.1521873157336262	Mixed_General_Purpose	Boundary
698	T1556.005	Reversible Encryption	1	7.644928096992002	8.379088507820681	1.096032206644996	Mixed_General_Purpose	Boundary
699	T1027.010	Command Obfuscation	2	7.21250454385047	7.618421280977304	1.0562794350255893	Discovery_Reconnaissance	Boundary
700	T1130	Install Root Certificate	1	6.874875787271572	8.429059538217054	1.2260669971312008	Mixed_General_Purpose	Interior
701	T1022	Data Encrypted	1	6.961384774456463	8.096529497325339	1.1630628957576348	Mixed_General_Purpose	Boundary
702	T1070.004	File Deletion	0	11.81285124508987	13.30497724902024	1.1263136940149732	Evasion_Persistence	Boundary
703	T1189	Drive-by Compromise	0	5.423333110153429	7.321401183012127	1.3499815859224282	Evasion_Persistence	Interior
704	T1498	Network Denial of Service	0	7.730650355764974	8.087347548794625	1.0461405095915564	Evasion_Persistence	Boundary
705	T1651	Cloud Administration Command	1	8.204496668218518	8.990868483489797	1.0958463085823544	Mixed_General_Purpose	Boundary
706	T1546.016	Installer Packages	2	9.042364072835758	9.471899222404277	1.0475024118257388	Discovery_Reconnaissance	Boundary
707	T1595.001	Scanning IP Blocks	0	9.002408249069632	9.288084022237978	1.0317331466793593	Evasion_Persistence	Boundary
708	T1158	Hidden Files and Directories	1	5.94633927416585	6.566071117645848	1.1042205482542677	Mixed_General_Purpose	Boundary
709	T1221	Template Injection	2	7.958011159020857	8.831918924161606	1.1098147059438865	Discovery_Reconnaissance	Boundary
710	T1037.004	RC Scripts	0	7.959553358190933	8.83315255797859	1.1097546621926972	Evasion_Persistence	Boundary
711	T1134	Access Token Manipulation	2	6.452486948924953	6.940738789241757	1.075668617156914	Discovery_Reconnaissance	Boundary
712	T1209	Time Providers	1	6.108032824832613	8.002216450558393	1.31011331633837	Mixed_General_Purpose	Interior
713	T1111	Multi-Factor Authentication Interception	1	6.79099728973008	7.695413606292265	1.1331785516615307	Mixed_General_Purpose	Boundary
714	T1159	Launch Agent	1	8.678739004961622	10.897484339332117	1.255652817471435	Mixed_General_Purpose	Interior
715	T1027.002	Software Packing	0	8.154139666867817	9.120989440463253	1.1185715102419034	Evasion_Persistence	Boundary
716	T1584.007	Serverless	1	6.721017631638342	7.592736039392655	1.1297001921183216	Mixed_General_Purpose	Boundary
717	T1071.001	Web Protocols	0	8.340482557605348	8.93900373733015	1.0717608488274084	Evasion_Persistence	Boundary
718	T1059.005	Visual Basic	2	6.687071762073169	7.7821688901504436	1.1637631542292006	Discovery_Reconnaissance	Boundary
719	T1564.005	Hidden File System	1	6.140192680237285	6.803824189596507	1.1080797355782392	Mixed_General_Purpose	Boundary
720	T1543.002	Systemd Service	1	7.001968298770933	8.797298991498577	1.2564035367939674	Mixed_General_Purpose	Interior
721	T1668	Exclusive Control	1	7.745421578169934	10.279064624417662	1.327114759805187	Mixed_General_Purpose	Interior
722	T1563.002	RDP Hijacking	2	5.6740567513655815	6.3502198129653555	1.1191672857818624	Discovery_Reconnaissance	Boundary
723	T1136	Create Account	2	6.319567634797516	7.723543192671367	1.2221630365944804	Discovery_Reconnaissance	Interior
724	T1547.013	XDG Autostart Entries	2	10.005611447739474	10.187962494698912	1.0182247761355814	Discovery_Reconnaissance	Boundary
725	T1584.004	Server	0	6.146082887116285	7.4544816676197305	1.2128831634150277	Evasion_Persistence	Interior
726	T1672	Email Spoofing	1	6.707378302787098	8.08720706625556	1.2057178670207462	Mixed_General_Purpose	Interior
727	T1526	Cloud Service Discovery	1	7.243187958003356	7.3571699141816564	1.0157362947231077	Mixed_General_Purpose	Boundary
728	T1204.004	Malicious Copy and Paste	1	8.379927406570603	10.2649427109645	1.2249439628763272	Mixed_General_Purpose	Interior
729	T1151	Space after Filename	1	12.150490696044967	12.800856192551457	1.0535257759748264	Mixed_General_Purpose	Boundary
730	T1018	Remote System Discovery	2	5.913570930381994	6.3906625052921475	1.0806772252923853	Discovery_Reconnaissance	Boundary
731	T1046	Network Service Discovery	2	7.219667491701439	8.666486673321513	1.2003995312642266	Discovery_Reconnaissance	Interior
732	T1590.001	Domain Properties	1	7.989908243422366	9.38212338997298	1.1742465532630104	Mixed_General_Purpose	Boundary
733	T1518	Software Discovery	2	6.247215019113002	8.390641459468993	1.343100900272746	Discovery_Reconnaissance	Interior
734	T1538	Cloud Service Dashboard	2	9.062258014351935	9.868515737180383	1.0889686248816743	Discovery_Reconnaissance	Boundary
735	T1055.005	Thread Local Storage	1	7.62915877014894	8.788180319343354	1.1519198160889725	Mixed_General_Purpose	Boundary
736	T1622	Debugger Evasion	2	11.135045352988119	11.905784804720822	1.0692173545847767	Discovery_Reconnaissance	Boundary
737	T1036.006	Space after Filename	1	10.1907051739106	10.804038057584698	1.0601854153389587	Mixed_General_Purpose	Boundary
738	T1547.007	Re-opened Applications	1	5.777338930096042	7.551822884555265	1.3071453256913903	Mixed_General_Purpose	Interior
739	T1608.006	SEO Poisoning	1	10.96467665067101	11.755299509737256	1.0721062564951795	Mixed_General_Purpose	Boundary
740	T1550.002	Pass the Hash	2	5.61256052432878	6.828663494077948	1.216675035895416	Discovery_Reconnaissance	Interior
741	T1052	Exfiltration Over Physical Medium	1	5.6864391251344015	7.012925565697204	1.2332716798862715	Mixed_General_Purpose	Interior
742	T1574.002	DLL Side-Loading	2	8.36162739346546	8.917620073947095	1.0664932300646295	Discovery_Reconnaissance	Boundary
743	T1105	Ingress Tool Transfer	0	7.1339090991339	8.807349181136638	1.2345752972420978	Evasion_Persistence	Interior
744	T1216.002	SyncAppvPublishingServer	1	7.464320099148219	9.207907602430499	1.2335894289811897	Mixed_General_Purpose	Interior
745	T1098.002	Additional Email Delegate Permissions	2	8.757985768847934	9.842159596862844	1.1237924715610785	Discovery_Reconnaissance	Boundary
746	T1588.003	Code Signing Certificates	2	6.2214257052964035	7.303372361590075	1.1739063574232247	Discovery_Reconnaissance	Boundary
747	T1126	Network Share Connection Removal	1	6.673445645550452	7.6989176733543365	1.1536643779848934	Mixed_General_Purpose	Boundary
748	T1648	Serverless Execution	0	8.097752728262279	9.217870947765913	1.1383244362685756	Evasion_Persistence	Boundary
749	T1548.006	TCC Manipulation	1	8.820683843529487	10.693242973722134	1.212291694285652	Mixed_General_Purpose	Interior
750	T1084	Windows Management Instrumentation Event Subscription	1	6.545548965154017	7.660766923104298	1.17037788480529	Mixed_General_Purpose	Boundary
751	T1160	Launch Daemon	1	7.634367641332667	8.303203221006628	1.0876083683008013	Mixed_General_Purpose	Boundary
752	T1055.008	Ptrace System Calls	1	9.186351510178433	10.382660934404205	1.1302267056375497	Mixed_General_Purpose	Boundary
753	T1653	Power Settings	1	8.308645475176114	8.92662344209327	1.0743775738639858	Mixed_General_Purpose	Boundary
754	T1027.007	Dynamic API Resolution	1	8.366783714235659	9.327615893321862	1.1148387596792588	Mixed_General_Purpose	Boundary
755	T1021.001	Remote Desktop Protocol	1	8.736409080426697	9.102900243185543	1.04194974358861	Mixed_General_Purpose	Boundary
756	T1037.001	Logon Script (Windows)	2	7.839662122754629	8.238056768590084	1.050817699638026	Discovery_Reconnaissance	Boundary
757	T1055.015	ListPlanting	1	7.416081105522612	9.32813887631568	1.2578257284084269	Mixed_General_Purpose	Interior
758	T1665	Hide Infrastructure	1	8.350604627689947	9.177956370784344	1.0990767352670767	Mixed_General_Purpose	Boundary
759	T1484	Domain or Tenant Policy Modification	2	11.606963962711756	12.016466458255826	1.0352806695686274	Discovery_Reconnaissance	Boundary
760	T1220	XSL Script Processing	1	9.060718112743402	10.458143954198071	1.1542289109800645	Mixed_General_Purpose	Boundary
761	T1596.005	Scan Databases	0	8.5918897598971	8.88998483939802	1.0346948172214063	Evasion_Persistence	Boundary
762	T1564.001	Hidden Files and Directories	0	6.669466783149889	9.049882122511022	1.3569121880122343	Evasion_Persistence	Interior
763	T1578.001	Create Snapshot	1	9.69498039260671	10.08061524194043	1.0397766466708023	Mixed_General_Purpose	Boundary
764	T1591.001	Determine Physical Locations	2	6.377394247971216	7.2472482272401875	1.136396278644591	Discovery_Reconnaissance	Boundary
765	T1137.002	Office Test	2	6.725582155184356	7.510287150045754	1.116674491528146	Discovery_Reconnaissance	Boundary
766	T1587	Develop Capabilities	2	4.645857236342736	7.2000055636533995	1.5497686751030337	Discovery_Reconnaissance	Interior
767	T1173	Dynamic Data Exchange	1	7.870204290021135	9.35230096458402	1.1883172827069806	Mixed_General_Purpose	Boundary
768	T1003.003	NTDS	0	6.343146779822858	7.1671991490938165	1.12991205594992	Evasion_Persistence	Boundary
769	T1602.001	SNMP (MIB Dump)	1	11.241145996631483	12.858170557537516	1.1438486269586716	Mixed_General_Purpose	Boundary
770	T1001.002	Steganography	1	6.095542038845746	7.670231002634198	1.2583343196419519	Mixed_General_Purpose	Interior
771	T1204.001	Malicious Link	2	9.96041833687064	11.036588307453727	1.1080445445303106	Discovery_Reconnaissance	Boundary
772	T1550.001	Application Access Token	2	6.250600852434611	6.884230978194103	1.1013708984699917	Discovery_Reconnaissance	Boundary
773	T1547.008	LSASS Driver	1	6.681015677605397	7.136292897312989	1.0681447512672235	Mixed_General_Purpose	Boundary
774	T1569.002	Service Execution	2	6.169488520636942	6.545215139341983	1.060900600843593	Discovery_Reconnaissance	Boundary
775	T1078.004	Cloud Accounts	2	6.756702701891158	8.087618375814325	1.1969769184270507	Discovery_Reconnaissance	Boundary
776	T1480.001	Environmental Keying	0	9.176842962597602	10.098178205380387	1.1003977235025355	Evasion_Persistence	Boundary
777	T1008	Fallback Channels	2	8.329980343400226	8.616743578872372	1.034425315453959	Discovery_Reconnaissance	Boundary
778	T1680	Local Storage Discovery	1	7.166061262601488	8.135031223140766	1.1352163747719817	Mixed_General_Purpose	Boundary
779	T1564.004	NTFS File Attributes	1	6.9164480672096245	7.834529155548121	1.1327386465825429	Mixed_General_Purpose	Boundary
780	T1558.003	Kerberoasting	2	6.81982412771493	8.195819005605898	1.2017638065672827	Discovery_Reconnaissance	Interior
781	T1096	NTFS File Attributes	1	6.492650710034102	8.083197482750576	1.244976296858548	Mixed_General_Purpose	Interior
782	T1003.006	DCSync	2	4.161655253601551	6.2405168165312475	1.4995272161487685	Discovery_Reconnaissance	Interior
783	T1124	System Time Discovery	2	7.239958509883846	7.664564291578273	1.0586473972837507	Discovery_Reconnaissance	Boundary
784	T1053.002	At	1	4.51286434592241	7.0289652381577685	1.557539323549455	Mixed_General_Purpose	Interior
785	T1035	Service Execution	1	8.620154407460664	11.044653374268766	1.2812591945511473	Mixed_General_Purpose	Interior
786	T1055.001	Dynamic-link Library Injection	2	7.5030472714185334	7.94357096092874	1.0587124957183465	Discovery_Reconnaissance	Boundary
787	T1086	PowerShell	1	7.771075483025637	8.962147026454057	1.153269697709201	Mixed_General_Purpose	Boundary
788	T1588.005	Exploits	2	4.376130966321651	6.304208102987988	1.440589121055912	Discovery_Reconnaissance	Interior
789	T1556	Modify Authentication Process	2	5.007846122355064	6.938364393611237	1.3854984435603737	Discovery_Reconnaissance	Interior
790	T1546.017	Udev Rules	1	6.867154728302019	8.067335477265589	1.1747710109466714	Mixed_General_Purpose	Boundary
791	T1056.004	Credential API Hooking	2	7.2764000790345404	8.932785607934795	1.2276378818194598	Discovery_Reconnaissance	Interior
792	T1495	Firmware Corruption	1	7.470617195388867	8.555382499691174	1.1452040883272367	Mixed_General_Purpose	Boundary
793	T1490	Inhibit System Recovery	0	6.802994906704216	7.52653576015664	1.1063560618549528	Evasion_Persistence	Boundary
794	T1546.007	Netsh Helper DLL	1	11.459608327539856	12.66638919594492	1.1053072433721556	Mixed_General_Purpose	Boundary
795	T1566.003	Spearphishing via Service	2	5.552368853061705	6.329598229403941	1.1399813767653921	Discovery_Reconnaissance	Boundary
796	T1090.001	Internal Proxy	2	5.537272897634373	6.776685108345132	1.2238305768548416	Discovery_Reconnaissance	Interior
797	T1216	System Script Proxy Execution	1	10.509601660317877	12.974545111844993	1.234541926198051	Mixed_General_Purpose	Interior
798	T1094	Custom Command and Control Protocol	0	6.656976272911878	7.062346023211408	1.0608938161692438	Evasion_Persistence	Boundary
799	T1102.001	Dead Drop Resolver	0	6.972613831679619	7.842204137834878	1.1247149494339392	Evasion_Persistence	Boundary
800	T1118	InstallUtil	1	7.842757306702983	10.031654466784829	1.2790977452678938	Mixed_General_Purpose	Interior
801	T1001.001	Junk Data	2	5.304365057855632	5.669152023587179	1.0687708883121496	Discovery_Reconnaissance	Boundary
802	T1598.001	Spearphishing Service	1	6.652887368867179	9.037559050149715	1.3584414090640433	Mixed_General_Purpose	Interior
803	T1505.006	vSphere Installation Bundles	0	8.55086062829779	9.142401589300096	1.0691789888219796	Evasion_Persistence	Boundary
804	T1552.007	Container API	1	7.1232571769926825	8.687479875325877	1.2195935707322043	Mixed_General_Purpose	Interior
805	T1584.001	Domains	2	5.2350673913428105	7.38014193392323	1.4097508155056218	Discovery_Reconnaissance	Interior
806	T1505.001	SQL Stored Procedures	2	11.565639483667919	11.830501657354683	1.0229006922756054	Discovery_Reconnaissance	Boundary
807	T1556.004	Network Device Authentication	2	6.009218930321522	6.8114241907360045	1.1334955734215506	Discovery_Reconnaissance	Boundary
808	T1561.001	Disk Content Wipe	1	7.488656105247187	7.87854381701016	1.052063635213019	Mixed_General_Purpose	Boundary
809	T1213.005	Messaging Applications	1	8.003668246069482	9.759543411550128	1.2193836491110546	Mixed_General_Purpose	Interior
810	T1048.003	Exfiltration Over Unencrypted Non-C2 Protocol	2	6.596552067948554	7.098505897293062	1.0760931996110825	Discovery_Reconnaissance	Boundary
811	T1027.015	Compression	1	7.387368796859212	8.84532342312234	1.197357607153088	Mixed_General_Purpose	Boundary
812	T1574.004	Dylib Hijacking	1	5.355663036716408	7.2955975142195	1.3622209056064085	Mixed_General_Purpose	Interior
813	T1601.002	Downgrade System Image	0	6.7812879737187615	7.436758068267149	1.096658481461075	Evasion_Persistence	Boundary
814	T1078.003	Local Accounts	2	8.09167116424374	9.53580484668173	1.1784714769858649	Discovery_Reconnaissance	Boundary
815	T1669	Wi-Fi Networks	1	7.717124136372742	8.412271999472049	1.090078474926227	Mixed_General_Purpose	Boundary
816	T1211	Exploitation for Defense Evasion	1	6.703680835995882	7.408972965190735	1.1052095171652903	Mixed_General_Purpose	Boundary
817	T1127	Trusted Developer Utilities Proxy Execution	1	5.911788632238657	7.487784604274019	1.2665850901461406	Mixed_General_Purpose	Interior
818	T1529	System Shutdown/Reboot	0	7.788789068122055	9.165034290298161	1.1766955085628505	Evasion_Persistence	Boundary
819	T1218.014	MMC	1	6.624807008439712	9.128050252561374	1.377858836200633	Mixed_General_Purpose	Interior
820	T1564.010	Process Argument Spoofing	1	7.53083602489364	9.196194574714852	1.2211384397665586	Mixed_General_Purpose	Interior
821	T1077	Windows Admin Shares	1	7.84429780382602	9.437624548702809	1.2031189510654097	Mixed_General_Purpose	Interior
822	T1574.012	COR_PROFILER	1	7.904963713215677	8.988689001850284	1.1370941336174234	Mixed_General_Purpose	Boundary
